repository	module	file	line	match
modules	mcqtests	mcqtests/classes/formmanager_class_inc.php	3665	        $instruction = $this->newObject('htmlarea', 'htmlelements');
modules	mcqtests	mcqtests/classes/formmanager_class_inc.php	4086	        $feedback = $this->newObject('htmlarea', 'htmlelements');
modules	mcqtests	mcqtests/classes/formmanager_class_inc.php	4253	        $editor = $this->newObject('htmlarea', 'htmlelements');
modules	mcqtests	mcqtests/classes/formmanager_class_inc.php	4287	        $editor = $this->newObject('htmlarea', 'htmlelements');
modules	mcqtests	mcqtests/classes/formmanager_class_inc.php	4421	            $editor = $this->newObject('htmlarea', 'htmlelements');
modules	mcqtests	mcqtests/classes/formmanager_class_inc.php	4479	        $editor = $this->newObject('htmlarea', 'htmlelements');
modules	mcqtests	mcqtests/classes/numerical_question_class_inc.php	118	            $editor = $this->newObject('htmlarea', 'htmlelements');
modules	mcqtests	mcqtests/classes/numerical_question_class_inc.php	201	        $editor = $this->newObject('htmlarea', 'htmlelements');
modules	mcqtests	mcqtests/classes/question_calculated_formmanager_class_inc.php	9	        $this->loadClass('htmlarea', 'htmlelements');
modules	mcqtests	mcqtests/classes/question_calculated_formmanager_class_inc.php	72	        $editor = $this->newObject('htmlarea', 'htmlelements');
modules	mcqtests	mcqtests/classes/question_calculated_formmanager_class_inc.php	101	        $editor = $this->newObject('htmlarea', 'htmlelements');
modules	mcqtests	mcqtests/classes/question_calculated_formmanager_class_inc.php	303	            $editor = $this->newObject('htmlarea', 'htmlelements');
modules	mcqtests	mcqtests/classes/short_answer_question_class_inc.php	90	            $editor = $this->newObject('htmlarea', 'htmlelements');
modules	mcqtests	mcqtests/classes/short_answer_question_class_inc.php	131	        $editor = $this->newObject('htmlarea', 'htmlelements');
modules	mcqtests	mcqtests/templates/content/addfreeform_tpl.php	8	   $this->loadClass('htmlarea','htmlelements');
modules	mcqtests	mcqtests/templates/content/addfreeform_tpl.php	85	   $objEditor = $this->newObject('htmlarea','htmlelements');
modules	mcqtests	mcqtests/templates/content/addquestion_tpl.php	28	$objEditor = $this->newObject('htmlarea', 'htmlelements');
modules	microsites	microsites/templates/content/addcontent_tpl.php	76	$htmlArea = $this->newObject('htmlarea', 'htmlelements');
modules	mynotes	mynotes/classes/noteops_class_inc.php	290	        $editor = $this->newObject('htmlarea', 'htmlelements');
modules	news	news/classes/dbnewscategories_class_inc.php	615	            $objIntroduction = $this->newObject('htmlarea', 'htmlelements');
modules	news	news/templates/content/addeditstory.php	322	$htmlarea = $this->newObject('htmlarea', 'htmlelements');
modules	oer	oer/classes/adaptationmanager_class_inc.php	220	        $description = $this->newObject('htmlarea', 'htmlelements');
modules	oer	oer/classes/adaptationmanager_class_inc.php	568	        $adaptation_notes = $this->newObject('htmlarea', 'htmlelements');
modules	oer	oer/classes/adaptationmanager_class_inc.php	663	        $description = $this->newObject('htmlarea', 'htmlelements');
modules	oer	oer/classes/adaptationmanager_class_inc.php	680	        $abstract = $this->newObject('htmlarea', 'htmlelements');
modules	oer	oer/classes/adaptationmanager_class_inc.php	697	        $provenonce = $this->newObject('htmlarea', 'htmlelements');
modules	oer	oer/classes/groupedit_class_inc.php	194	        $editor = $this->newObject('htmlarea', 'htmlelements');
modules	oer	oer/classes/institutionedit_class_inc.php	219	        $editor = $this->newObject('htmlarea', 'htmlelements');
modules	oer	oer/classes/productmanager_class_inc.php	487	        $description = $this->newObject('htmlarea', 'htmlelements');
modules	oer	oer/classes/productmanager_class_inc.php	504	        $abstract = $this->newObject('htmlarea', 'htmlelements');
modules	oer	oer/classes/productmanager_class_inc.php	521	        $provenonce = $this->newObject('htmlarea', 'htmlelements');
modules	oer	oer/classes/sectionmanager_class_inc.php	326	        $forward = $this->newObject('htmlarea', 'htmlelements');
modules	oer	oer/classes/sectionmanager_class_inc.php	340	        $background = $this->newObject('htmlarea', 'htmlelements');
modules	oer	oer/classes/sectionmanager_class_inc.php	354	        $description = $this->newObject('htmlarea', 'htmlelements');
modules	oer	oer/classes/sectionmanager_class_inc.php	870	        $contentField = $this->newObject('htmlarea', 'htmlelements');
modules	podcaster	podcaster/templates/content/tpl_addeditpodcast.php	112	$editor = $this->newObject('htmlarea', 'htmlelements');
modules	practicals	practicals/templates/content/addedit_practical_tpl.php	561	$objEditor = $this->newObject('htmlarea', 'htmlelements');
modules	practicals	practicals/templates/content/practical_view_tpl.php	144	            $objEditor = $this->newObject('htmlarea', 'htmlelements');
modules	practicals	practicals/templates/content/viewpractical_tpl.php	266	            $htmlArea = $this->newObject('htmlarea', 'htmlelements');
modules	profiles	profiles/classes/profiletools_class_inc.php	36	            $this->editor = $this->newObject('htmlarea', 'htmlelements');
modules	qrcreator	qrcreator/classes/qrops_class_inc.php	178	        $this->loadClass('htmlarea', 'htmlelements');
modules	qrcreator	qrcreator/classes/qrops_class_inc.php	193	        $msg = $this->newObject('htmlarea', 'htmlelements');
